call_id,arrival_time,wait_time_hr,wait_time_min,handle_time_hr,handle_time_min,total_time_min,agent_id,call_type,abandoned,sla_met,queue_at_arrival,day,hour,is_peak,long_wait
30036,599.2966,0.0,0.0,0.0714,4.28,4.28,3,Technical,0,1,1,75,15,1,0
30037,599.3676,0.0,0.0,0.04,2.4,2.4,1,Billing,0,1,1,75,15,1,0
30038,599.3707,0.0,0.0,0.0599,3.59,3.59,2,Billing,0,1,1,75,15,1,0
30039,599.3716,0.0,0.0,0.0243,1.46,1.46,3,General,0,1,2,75,15,1,0
30040,599.3722,0.0237,1.42,0.0894,5.36,6.78,3,Technical,0,1,2,75,15,1,0
30041,599.3847,0.0228,1.37,0.0821,4.93,6.3,1,Technical,0,1,2,75,15,1,0
30042,599.3865,0.0441,2.65,0.0,0.0,2.65,0,General,1,0,2,75,15,1,1
30043,599.4008,0.0298,1.79,0.0345,2.07,3.86,2,Account,0,1,2,75,15,1,0
30044,599.4088,0.0564,3.38,0.0593,3.56,6.94,2,Technical,0,1,2,75,15,1,1
30045,599.4169,0.0684,4.1,0.0,0.0,4.1,0,Technical,1,0,2,75,15,1,1
30046,599.4371,0.0482,2.89,0.0,0.0,2.89,0,Account,1,0,2,75,15,1,1
30047,599.4407,0.0446,2.68,0.0,0.0,2.68,0,General,1,0,2,75,15,1,1
30048,599.4698,0.0155,0.93,0.0335,2.01,2.94,3,Billing,0,1,2,75,15,1,0
30049,599.4872,0.0024,0.15,0.0224,1.35,1.49,1,General,0,1,2,75,15,1,0
30050,599.5365,0.0,0.0,0.0396,2.37,2.37,1,Account,0,1,0,75,15,1,0
30051,599.5456,0.0,0.0,0.0791,4.75,4.75,3,Billing,0,1,1,75,15,1,0
30052,599.6268,0.0,0.0,0.0336,2.01,2.01,2,General,0,1,0,75,15,1,0
30053,599.6439,0.0,0.0,0.0939,5.63,5.63,1,Complaint,0,1,1,75,15,1,0
30054,599.7164,0.0,0.0,0.0713,4.28,4.28,3,Technical,0,1,1,75,15,1,0
30055,599.717,0.0,0.0,0.1261,7.57,7.57,2,Technical,0,1,2,75,15,1,0
30056,599.743,0.0,0.0,0.0368,2.21,2.21,1,Billing,0,1,2,75,15,1,0
30057,599.777,0.0029,0.18,0.0566,3.4,3.57,1,Account,0,1,2,75,15,1,0
30058,599.7781,0.0097,0.58,0.0625,3.75,4.33,3,Account,0,1,2,75,15,1,0
30059,599.7954,0.0411,2.47,0.0663,3.98,6.44,1,Billing,0,1,2,75,15,1,1
30060,599.8277,0.0154,0.92,0.069,4.14,5.06,2,Technical,0,1,2,75,15,1,0
30061,599.8442,0.0061,0.36,0.0452,2.71,3.07,3,Billing,0,1,2,75,15,1,0
30062,599.8455,0.0499,3.0,0.0184,1.1,4.1,3,General,0,1,2,75,15,1,1
30063,599.8692,0.0336,2.01,0.0285,1.71,3.72,1,Billing,0,1,2,75,15,1,1
30064,599.8704,0.0417,2.5,0.0797,4.78,7.28,2,General,0,1,2,75,15,1,1
30065,599.9044,0.0094,0.56,0.0236,1.42,1.98,3,Account,0,1,2,75,15,1,0
30066,599.9053,0.0259,1.55,0.0451,2.71,4.26,1,General,0,1,2,75,15,1,0
30067,599.9083,0.0292,1.75,0.0175,1.05,2.8,3,General,0,1,2,75,15,1,0
30068,599.9147,0.0403,2.42,0.0417,2.5,4.92,3,Technical,0,1,2,75,15,1,1
30069,599.9348,0.0415,2.49,0.032,1.92,4.41,1,Account,0,1,2,75,15,1,1
30070,600.0097,0.0,0.0,0.1109,6.66,6.66,2,Technical,0,1,0,76,8,0,0
30071,600.0122,0.0,0.0,0.084,5.04,5.04,3,Billing,0,1,1,76,8,0,0
30072,600.0153,0.0,0.0,0.0474,2.84,2.84,1,Account,0,1,2,76,8,0,0
30073,600.0245,0.0382,2.29,0.0,0.0,2.29,0,General,1,0,2,76,8,0,1
30074,600.0606,0.002,0.12,0.0228,1.37,1.48,1,General,0,1,2,76,8,0,0
30075,600.0732,0.0122,0.73,0.0637,3.82,4.55,1,Billing,0,1,2,76,8,0,0
30076,600.081,0.0152,0.91,0.0,0.0,0.91,0,Billing,1,0,2,76,8,0,0
30077,600.0975,0.0,0.0,0.0445,2.67,2.67,3,Account,0,1,2,76,8,0,0
30078,600.1035,0.0171,1.03,0.0,0.0,1.03,0,Complaint,1,0,2,76,8,0,0
30079,600.1138,0.0068,0.41,0.0,0.0,0.41,0,Technical,1,0,2,76,8,0,0
30080,600.1219,0.0,0.0,0.0409,2.46,2.46,2,Account,0,1,2,76,8,0,0
30081,600.1545,0.0,0.0,0.0959,5.75,5.75,3,Billing,0,1,1,76,8,0,0
30082,600.2061,0.0,0.0,0.0613,3.68,3.68,1,Account,0,1,1,76,8,0,0
30083,600.2346,0.0,0.0,0.0445,2.67,2.67,2,Account,0,1,2,76,8,0,0
30084,600.2461,0.0042,0.25,0.0691,4.14,4.39,3,Technical,0,1,2,76,8,0,0
30085,600.2602,0.0071,0.43,0.0341,2.04,2.47,1,General,0,1,2,76,8,0,0
30086,600.2628,0.0162,0.97,0.0432,2.59,3.57,2,General,0,1,2,76,8,0,0
30087,600.2903,0.0111,0.66,0.0,0.0,0.66,0,Account,1,0,2,76,8,0,0
30088,600.3085,0.0,0.0,0.0423,2.54,2.54,1,Technical,0,1,2,76,8,0,0
30089,600.355,0.0,0.0,0.0479,2.87,2.87,3,Account,0,1,0,76,8,0,0
30090,600.3595,0.0,0.0,0.0455,2.73,2.73,2,Billing,0,1,1,76,8,0,0
30091,600.388,0.0,0.0,0.0161,0.97,0.97,1,General,0,1,2,76,8,0,0
30092,600.4111,0.0,0.0,0.0463,2.78,2.78,3,Account,0,1,0,76,8,0,0
30093,600.4173,0.0,0.0,0.056,3.36,3.36,1,General,0,1,1,76,8,0,0
30094,600.4393,0.0,0.0,0.0499,3.0,3.0,2,Account,0,1,2,76,8,0,0
30095,600.4909,0.0,0.0,0.1174,7.04,7.04,3,Technical,0,1,0,76,8,0,0
30096,600.5411,0.0,0.0,0.0996,5.98,5.98,1,Complaint,0,1,1,76,8,0,0
30097,600.5665,0.0,0.0,0.0443,2.66,2.66,2,Account,0,1,2,76,8,0,0
30098,600.5675,0.0409,2.45,0.0185,1.11,3.56,3,General,0,1,2,76,8,0,1
30099,600.6086,0.0021,0.13,0.07,4.2,4.33,2,Complaint,0,1,2,76,8,0,0
30100,600.6301,0.0,0.0,0.0525,3.15,3.15,3,Billing,0,1,2,76,8,0,0
30101,600.6375,0.0032,0.19,0.0195,1.17,1.36,1,General,0,1,2,76,8,0,0
30102,600.6417,0.0185,1.11,0.0,0.0,1.11,0,Technical,1,0,2,76,8,0,0
30103,600.6441,0.0161,0.96,0.038,2.28,3.25,1,General,0,1,2,76,8,0,0
30104,600.6452,0.0356,2.14,0.0,0.0,2.14,0,Complaint,1,0,2,76,8,0,1
30105,600.6732,0.0076,0.45,0.0162,0.97,1.42,2,Billing,0,1,2,76,8,0,0
30106,600.6786,0.0039,0.24,0.0819,4.91,5.15,3,Complaint,0,1,2,76,8,0,0
30107,600.6791,0.0179,1.07,0.1826,10.96,12.03,2,Complaint,0,1,2,76,8,0,0
30108,600.6892,0.009,0.54,0.0487,2.92,3.46,1,Billing,0,1,2,76,8,0,0
30109,600.7024,0.0445,2.67,0.0316,1.9,4.57,1,Billing,0,1,2,76,8,0,1
30110,600.7061,0.0583,3.5,0.0905,5.43,8.93,3,Technical,0,1,2,76,8,0,1
30111,600.707,0.0716,4.29,0.0,0.0,4.29,0,Account,1,0,2,76,8,0,1
30112,600.7112,0.0674,4.04,0.0,0.0,4.04,0,Account,1,0,2,76,8,0,1
30113,600.7339,0.0446,2.68,0.1071,6.43,9.11,1,Complaint,0,1,2,76,8,0,1
30114,600.7356,0.1193,7.16,0.0,0.0,7.16,0,Account,1,0,2,76,8,0,1
30115,600.7518,0.1031,6.18,0.0,0.0,6.18,0,Complaint,1,0,2,76,8,0,1
30116,600.755,0.0999,5.99,0.0,0.0,5.99,0,Account,1,0,2,76,8,0,1
30117,600.7594,0.0955,5.73,0.0,0.0,5.73,0,Billing,1,0,2,76,8,0,1
30118,600.7694,0.0856,5.13,0.0,0.0,5.13,0,Billing,1,0,2,76,8,0,1
30119,600.7715,0.0834,5.01,0.0,0.0,5.01,0,Account,1,0,2,76,8,0,1
30120,600.7753,0.0796,4.78,0.0,0.0,4.78,0,Technical,1,0,2,76,8,0,1
30121,600.7839,0.071,4.26,0.0,0.0,4.26,0,Billing,1,0,2,76,8,0,1
30122,600.7919,0.063,3.78,0.0,0.0,3.78,0,Technical,1,0,2,76,8,0,1
30123,600.8195,0.0354,2.12,0.0459,2.75,4.88,3,Account,0,1,2,76,8,0,1
30124,600.8211,0.0585,3.51,0.0522,3.13,6.64,2,Technical,0,1,2,76,8,0,1
30125,600.8605,0.0252,1.51,0.0443,2.66,4.17,1,Account,0,1,2,76,8,0,0
30126,600.8944,0.0064,0.39,0.0347,2.08,2.47,3,Technical,0,1,2,76,8,0,0
30127,600.9234,0.0066,0.39,0.0294,1.76,2.16,1,Billing,0,1,2,76,8,0,0
30128,600.9308,0.001,0.06,0.03,1.8,1.86,2,General,0,1,2,76,8,0,0
30129,600.9654,0.0,0.0,0.0418,2.51,2.51,3,Technical,0,1,0,76,8,0,0
30130,600.9695,0.0,0.0,0.018,1.08,1.08,1,General,0,1,1,76,8,0,0
30131,600.9721,0.0,0.0,0.0262,1.57,1.57,2,General,0,1,2,76,8,0,0
30132,600.973,0.0144,0.87,0.0341,2.04,2.91,1,Technical,0,1,2,76,8,0,0
30133,601.0291,0.0,0.0,0.087,5.22,5.22,2,Technical,0,1,0,76,9,1,0
30134,601.0364,0.0,0.0,0.0487,2.92,2.92,3,Account,0,1,1,76,9,1,0
30135,601.0864,0.0,0.0,0.0627,3.76,3.76,1,Technical,0,1,1,76,9,1,0
30136,601.0927,0.0,0.0,0.0843,5.06,5.06,3,Complaint,0,1,2,76,9,1,0
30137,601.1404,0.0,0.0,0.0513,3.08,3.08,2,Billing,0,1,2,76,9,1,0
30138,601.1872,0.0,0.0,0.0815,4.89,4.89,1,Billing,0,1,1,76,9,1,0
30139,601.2387,0.0,0.0,0.1185,7.11,7.11,3,Technical,0,1,1,76,9,1,0
30140,601.2524,0.0,0.0,0.0438,2.63,2.63,2,General,0,1,2,76,9,1,0
30141,601.2926,0.0,0.0,0.0492,2.95,2.95,1,Billing,0,1,2,76,9,1,0
30142,601.3528,0.0,0.0,0.022,1.32,1.32,2,General,0,1,1,76,9,1,0
30143,601.3606,0.0,0.0,0.0773,4.64,4.64,1,Complaint,0,1,1,76,9,1,0
30144,601.3715,0.0,0.0,0.0407,2.44,2.44,3,Billing,0,1,2,76,9,1,0
30145,601.3969,0.0,0.0,0.05,3.0,3.0,2,Billing,0,1,2,76,9,1,0
30146,601.404,0.0081,0.49,0.0518,3.11,3.59,3,Technical,0,1,2,76,9,1,0
30147,601.4321,0.0058,0.35,0.0853,5.12,5.47,1,Complaint,0,1,2,76,9,1,0
30148,601.4336,0.0133,0.8,0.0,0.0,0.8,0,Complaint,1,0,2,76,9,1,0
30149,601.4484,0.0,0.0,0.0244,1.47,1.47,2,Billing,0,1,2,76,9,1,0
30150,601.4511,0.0129,0.77,0.0983,5.9,6.67,3,Billing,0,1,2,76,9,1,0
30151,601.458,0.0149,0.89,0.0,0.0,0.89,0,Billing,1,0,2,76,9,1,0
30152,601.464,0.0089,0.53,0.0693,4.16,4.69,2,Technical,0,1,2,76,9,1,0
30153,601.5005,0.0227,1.36,0.1776,10.65,12.01,1,Complaint,0,1,2,76,9,1,0
30154,601.5048,0.0374,2.24,0.0952,5.71,7.95,2,Technical,0,1,2,76,9,1,1
30155,601.5379,0.0244,1.46,0.0,0.0,1.46,0,Account,1,0,2,76,9,1,0
30156,601.5694,0.0,0.0,0.0806,4.84,4.84,3,Technical,0,1,2,76,9,1,0
30157,601.5833,0.0541,3.25,0.0,0.0,3.25,0,Billing,1,0,2,76,9,1,1
30158,601.5886,0.0488,2.93,0.0,0.0,2.93,0,Billing,1,0,2,76,9,1,1
30159,601.5937,0.0436,2.62,0.0,0.0,2.62,0,Billing,1,0,2,76,9,1,1
30160,601.6062,0.0311,1.87,0.0556,3.34,5.2,2,Billing,0,1,2,76,9,1,0
30161,601.6064,0.0436,2.62,0.041,2.46,5.08,3,General,0,1,2,76,9,1,1
30162,601.6216,0.0695,4.17,0.0,0.0,4.17,0,Billing,1,0,2,76,9,1,1
30163,601.6826,0.0085,0.51,0.0,0.0,0.51,0,Billing,1,0,2,76,9,1,0
30164,601.686,0.0051,0.31,0.0,0.0,0.31,0,Technical,1,0,2,76,9,1,0
30165,601.703,0.0,0.0,0.0705,4.23,4.23,3,Complaint,0,1,0,76,9,1,0
30166,601.7683,0.0,0.0,0.0274,1.64,1.64,2,General,0,1,1,76,9,1,0
30167,601.8077,0.0,0.0,0.0687,4.12,4.12,1,Billing,0,1,0,76,9,1,0
30168,601.8457,0.0,0.0,0.0363,2.18,2.18,3,Account,0,1,1,76,9,1,0
30169,601.8802,0.0,0.0,0.0514,3.08,3.08,2,Account,0,1,1,76,9,1,0
30170,601.8876,0.0,0.0,0.047,2.82,2.82,1,General,0,1,1,76,9,1,0
30171,601.9319,0.0,0.0,0.1006,6.04,6.04,3,Billing,0,1,1,76,9,1,0
30172,601.9886,0.0,0.0,0.0286,1.72,1.72,2,Billing,0,1,1,76,9,1,0
30173,602.0023,0.0,0.0,0.0469,2.82,2.82,1,Account,0,1,2,76,10,1,0
30174,602.011,0.0062,0.37,0.0457,2.74,3.11,2,Billing,0,1,2,76,10,1,0
30175,602.0217,0.0107,0.64,0.0646,3.88,4.52,3,Technical,0,1,2,76,10,1,0
30176,602.0299,0.0194,1.16,0.162,9.72,10.88,1,Complaint,0,1,2,76,10,1,0
30177,602.0346,0.0282,1.69,0.0152,0.91,2.61,2,Account,0,1,2,76,10,1,0
30178,602.0539,0.0242,1.45,0.1226,7.36,8.81,2,Technical,0,1,2,76,10,1,0
30179,602.0705,0.0266,1.6,0.0256,1.53,3.13,3,Billing,0,1,2,76,10,1,0
30180,602.0829,0.0398,2.39,0.0379,2.27,4.66,3,Billing,0,1,2,76,10,1,1
30181,602.0849,0.0756,4.54,0.0403,2.42,6.96,3,Account,0,1,2,76,10,1,1
30182,602.1168,0.0839,5.04,0.0,0.0,5.04,0,Technical,1,0,2,76,10,1,1
30183,602.1206,0.0801,4.81,0.0,0.0,4.81,0,Account,1,0,2,76,10,1,1
30184,602.1231,0.0777,4.66,0.1304,7.82,12.48,2,Technical,0,1,2,76,10,1,1
30185,602.1426,0.0582,3.49,0.0,0.0,3.49,0,Technical,1,0,2,76,10,1,1
30186,602.1527,0.0481,2.88,0.0665,3.99,6.88,3,Billing,0,1,2,76,10,1,1
30187,602.154,0.0572,3.43,0.0,0.0,3.43,0,General,1,0,2,76,10,1,1
30188,602.1628,0.0484,2.91,0.0523,3.14,6.04,1,Technical,0,1,2,76,10,1,1
30189,602.1923,0.0712,4.27,0.0,0.0,4.27,0,Billing,1,0,2,76,10,1,1
30190,602.2114,0.0521,3.12,0.0827,4.96,8.09,1,Technical,0,1,2,76,10,1,1
30191,602.2204,0.0469,2.81,0.0,0.0,2.81,0,General,1,0,2,76,10,1,1
30192,602.2247,0.0426,2.56,0.097,5.82,8.38,3,Technical,0,1,2,76,10,1,1
30193,602.2447,0.0864,5.19,0.0,0.0,5.19,0,Billing,1,0,2,76,10,1,1
30194,602.2884,0.0427,2.56,0.2022,12.13,14.7,2,Technical,0,1,2,76,10,1,1
30195,602.3092,0.0371,2.22,0.0,0.0,2.22,0,Technical,1,0,2,76,10,1,1
30196,602.3427,0.0035,0.21,0.0222,1.33,1.54,1,Account,0,1,2,76,10,1,0
30197,602.3574,0.0069,0.41,0.0141,0.85,1.26,3,Billing,0,1,2,76,10,1,0
30198,602.3827,0.0,0.0,0.0498,2.99,2.99,1,Billing,0,1,1,76,10,1,0
30199,602.428,0.0,0.0,0.0577,3.46,3.46,3,Technical,0,1,2,76,10,1,0
30200,602.4577,0.0,0.0,0.0786,4.72,4.72,1,Technical,0,1,2,76,10,1,0
30201,602.5058,0.0,0.0,0.0505,3.03,3.03,3,Billing,0,1,2,76,10,1,0
30202,602.5171,0.0162,0.97,0.0284,1.71,2.68,2,Billing,0,1,2,76,10,1,0
30203,602.564,0.0,0.0,0.0251,1.51,1.51,1,Billing,0,1,0,76,10,1,0
30204,602.5835,0.0,0.0,0.0698,4.19,4.19,3,Billing,0,1,1,76,10,1,0
30205,602.6243,0.0,0.0,0.0614,3.69,3.69,2,Billing,0,1,1,76,10,1,0
30206,602.6251,0.0,0.0,0.0303,1.82,1.82,1,Billing,0,1,2,76,10,1,0
30207,602.6465,0.0067,0.4,0.0432,2.59,2.99,3,Technical,0,1,2,76,10,1,0
30208,602.6842,0.0,0.0,0.0501,3.01,3.01,1,General,0,1,2,76,10,1,0
30209,602.688,0.0,0.0,0.053,3.18,3.18,2,Billing,0,1,2,76,10,1,0
30210,602.7097,0.0,0.0,0.0387,2.32,2.32,3,Account,0,1,2,76,10,1,0
30211,602.7446,0.0,0.0,0.0141,0.84,0.84,1,Account,0,1,1,76,10,1,0
30212,602.7514,0.0,0.0,0.0894,5.36,5.36,2,Billing,0,1,1,76,10,1,0
30213,602.7618,0.0,0.0,0.0746,4.48,4.48,3,Technical,0,1,1,76,10,1,0
30214,602.7786,0.0,0.0,0.119,7.14,7.14,1,Technical,0,1,2,76,10,1,0
30215,602.7933,0.0431,2.59,0.0286,1.72,4.3,3,General,0,1,2,76,10,1,1
30216,602.7941,0.0467,2.8,0.1746,10.47,13.28,2,Complaint,0,1,2,76,10,1,1
30217,602.7961,0.0688,4.13,0.0429,2.57,6.7,3,Billing,0,1,2,76,10,1,1
30218,602.7983,0.0993,5.96,0.0,0.0,5.96,0,General,1,0,2,76,10,1,1
30219,602.8043,0.0933,5.6,0.0,0.0,5.6,0,Technical,1,0,2,76,10,1,1
30220,602.81,0.0876,5.26,0.0,0.0,5.26,0,Billing,1,0,2,76,10,1,1
30221,602.8371,0.0605,3.63,0.0,0.0,3.63,0,General,1,0,2,76,10,1,1
30222,602.8541,0.0435,2.61,0.0756,4.54,7.15,1,Technical,0,1,2,76,10,1,1
30223,602.883,0.0249,1.49,0.0662,3.97,5.47,3,Billing,0,1,2,76,10,1,0
30224,602.8844,0.0888,5.33,0.0,0.0,5.33,0,Account,1,0,2,76,10,1,1
30225,602.8977,0.0755,4.53,0.0,0.0,4.53,0,Billing,1,0,2,76,10,1,1
30226,602.9055,0.0677,4.06,0.0,0.0,4.06,0,Account,1,0,2,76,10,1,1
30227,602.9435,0.0297,1.78,0.0,0.0,1.78,0,Technical,1,0,2,76,10,1,0
30228,602.9681,0.0051,0.31,0.0354,2.12,2.43,1,Billing,0,1,2,76,10,1,0
30229,603.0088,0.0,0.0,0.0144,0.86,0.86,3,Billing,0,1,1,76,11,1,0
30230,603.0097,0.0,0.0,0.0495,2.97,2.97,1,Complaint,0,1,2,76,11,1,0
30231,603.0352,0.0,0.0,0.0601,3.61,3.61,2,Account,0,1,1,76,11,1,0
30232,603.0508,0.0,0.0,0.0723,4.34,4.34,3,Billing,0,1,2,76,11,1,0
30233,603.0856,0.0,0.0,0.0644,3.86,3.86,1,Billing,0,1,2,76,11,1,0
30234,603.0998,0.0,0.0,0.0575,3.45,3.45,2,Account,0,1,2,76,11,1,0
30235,603.1153,0.0078,0.47,0.0248,1.49,1.96,3,Account,0,1,2,76,11,1,0
30236,603.1164,0.0315,1.89,0.0,0.0,1.89,0,Billing,1,0,2,76,11,1,0
30237,603.1385,0.0095,0.57,0.0297,1.78,2.35,3,General,0,1,2,76,11,1,0
30238,603.1448,0.0052,0.31,0.1024,6.14,6.45,1,Technical,0,1,2,76,11,1,0
30239,603.1452,0.0121,0.72,0.0904,5.42,6.15,2,Billing,0,1,2,76,11,1,0
30240,603.1466,0.031,1.86,0.0792,4.75,6.61,3,Technical,0,1,2,76,11,1,0
30241,603.2097,0.038,2.28,0.0657,3.94,6.22,2,Billing,0,1,2,76,11,1,1
30242,603.2182,0.0342,2.05,0.0,0.0,2.05,0,Technical,1,0,2,76,11,1,1
30243,603.2587,0.0,0.0,0.1011,6.07,6.07,1,Technical,0,1,1,76,11,1,0
30244,603.3229,0.0,0.0,0.0605,3.63,3.63,3,Billing,0,1,1,76,11,1,0
30245,603.3803,0.0,0.0,0.0295,1.77,1.77,2,Account,0,1,1,76,11,1,0
30246,603.423,0.0,0.0,0.0231,1.38,1.38,1,General,0,1,0,76,11,1,0
30247,603.468,0.0,0.0,0.0166,1.0,1.0,3,Account,0,1,0,76,11,1,0
30248,603.4749,0.0,0.0,0.0962,5.77,5.77,2,Complaint,0,1,1,76,11,1,0
30249,603.4781,0.0,0.0,0.1746,10.47,10.47,1,Technical,0,1,2,76,11,1,0
30250,603.4985,0.0,0.0,0.0727,4.36,4.36,3,Billing,0,1,2,76,11,1,0
30251,603.5119,0.0591,3.55,0.0709,4.26,7.81,2,Technical,0,1,2,76,11,1,1
30252,603.514,0.0573,3.44,0.0,0.0,3.44,0,General,1,0,2,76,11,1,1
30253,603.5366,0.0346,2.08,0.0,0.0,2.08,0,Account,1,0,2,76,11,1,1
30254,603.5532,0.0181,1.09,0.0991,5.95,7.03,3,Technical,0,1,2,76,11,1,0
30255,603.593,0.0491,2.94,0.0,0.0,2.94,0,Complaint,1,0,2,76,11,1,1
30256,603.6117,0.0303,1.82,0.0,0.0,1.82,0,Technical,1,0,2,76,11,1,0
30257,603.6288,0.0132,0.79,0.063,3.78,4.58,2,Billing,0,1,2,76,11,1,0
30258,603.6404,0.0123,0.74,0.0283,1.7,2.43,1,Billing,0,1,2,76,11,1,0
30259,603.6529,0.0175,1.05,0.0134,0.8,1.86,3,General,0,1,2,76,11,1,0
30260,603.7146,0.0,0.0,0.0327,1.96,1.96,1,Billing,0,1,0,76,11,1,0
30261,603.7176,0.0,0.0,0.0399,2.39,2.39,3,Account,0,1,1,76,11,1,0
30262,603.7294,0.0,0.0,0.1514,9.09,9.09,2,Complaint,0,1,2,76,11,1,0
30263,603.7507,0.0,0.0,0.0523,3.14,3.14,1,Billing,0,1,2,76,11,1,0
30264,603.7621,0.0,0.0,0.0585,3.51,3.51,3,Billing,0,1,2,76,11,1,0
30265,603.7688,0.0343,2.06,0.0,0.0,2.06,0,Complaint,1,0,2,76,11,1,1
30266,603.7755,0.0275,1.65,0.0586,3.52,5.17,1,Billing,0,1,2,76,11,1,0
30267,603.7808,0.0397,2.38,0.0,0.0,2.38,0,Billing,1,0,2,76,11,1,1
30268,603.7893,0.0313,1.88,0.0292,1.75,3.63,3,Account,0,1,2,76,11,1,0
30269,603.8303,0.0194,1.16,0.0296,1.77,2.94,3,General,0,1,2,76,11,1,0
30270,603.8444,0.0172,1.03,0.0,0.0,1.03,0,Technical,1,0,2,76,11,1,0
30271,603.8499,0.0117,0.7,0.0507,3.04,3.74,1,Technical,0,1,2,76,11,1,0
30272,603.8596,0.0197,1.18,0.0773,4.64,5.82,3,Complaint,0,1,2,76,11,1,0
30273,603.8619,0.019,1.14,0.0537,3.22,4.36,2,Billing,0,1,2,76,11,1,0
30274,603.9087,0.0036,0.21,0.0056,0.34,0.55,1,Billing,0,1,2,76,11,1,0
30275,603.9192,0.0,0.0,0.0258,1.55,1.55,1,Account,0,1,2,76,11,1,0
30276,603.9979,0.0,0.0,0.0324,1.95,1.95,2,General,0,1,0,76,11,1,0
30277,604.0064,0.0,0.0,0.027,1.62,1.62,1,Billing,0,1,1,76,12,0,0
30278,604.0426,0.0,0.0,0.025,1.5,1.5,3,Technical,0,1,0,76,12,0,0
30279,604.0485,0.0,0.0,0.0271,1.63,1.63,2,Billing,0,1,1,76,12,0,0
30280,604.0501,0.0,0.0,0.0593,3.56,3.56,1,Account,0,1,2,76,12,0,0
30281,604.0508,0.0168,1.01,0.0233,1.4,2.41,3,General,0,1,2,76,12,0,0
30282,604.0694,0.0062,0.37,0.1062,6.37,6.75,2,Technical,0,1,2,76,12,0,0
30283,604.0769,0.014,0.84,0.0434,2.61,3.45,3,Billing,0,1,2,76,12,0,0
30284,604.0886,0.0208,1.25,0.045,2.7,3.95,1,General,0,1,2,76,12,0,0
30285,604.1227,0.0116,0.7,0.07,4.2,4.9,3,Billing,0,1,2,76,12,0,0
30286,604.1284,0.026,1.56,0.0737,4.42,5.98,1,Technical,0,1,2,76,12,0,0
30287,604.1358,0.046,2.76,0.0,0.0,2.76,0,Account,1,0,2,76,12,0,1
30288,604.1731,0.0087,0.52,0.0674,4.04,4.56,2,Billing,0,1,2,76,12,0,0
30289,604.1867,0.0176,1.06,0.0674,4.04,5.1,3,Billing,0,1,2,76,12,0,0
30290,604.2219,0.0063,0.38,0.0245,1.47,1.85,1,General,0,1,2,76,12,0,0
30291,604.2313,0.018,1.08,0.0377,2.26,3.34,2,Billing,0,1,2,76,12,0,0
30292,604.2414,0.0113,0.68,0.1233,7.4,8.07,1,Complaint,0,1,2,76,12,0,0
30293,604.2451,0.0266,1.6,0.0,0.0,1.6,0,Billing,1,0,2,76,12,0,0
30294,604.2947,0.0,0.0,0.0549,3.29,3.29,3,Billing,0,1,1,76,12,0,0
30295,604.3401,0.0,0.0,0.0335,2.01,2.01,2,General,0,1,2,76,12,0,0
30296,604.4231,0.0,0.0,0.1385,8.31,8.31,3,Complaint,0,1,0,76,12,0,0
30297,604.4334,0.0,0.0,0.0431,2.58,2.58,2,General,0,1,1,76,12,0,0
30298,604.4675,0.0,0.0,0.0474,2.84,2.84,1,Account,0,1,2,76,12,0,0
30299,604.4783,0.0,0.0,0.0447,2.68,2.68,2,Complaint,0,1,2,76,12,0,0
30300,604.4904,0.0246,1.47,0.0837,5.02,6.5,1,Technical,0,1,2,76,12,0,0
30301,604.5258,0.0,0.0,0.0227,1.36,1.36,2,General,0,1,2,76,12,0,0
30302,604.5297,0.0188,1.13,0.0,0.0,1.13,0,General,1,0,2,76,12,0,0
30303,604.5347,0.0138,0.83,0.0,0.0,0.83,0,Technical,1,0,2,76,12,0,0
30304,604.5423,0.0062,0.37,0.032,1.92,2.29,2,General,0,1,2,76,12,0,0
30305,604.5733,0.0,0.0,0.0906,5.44,5.44,3,Billing,0,1,2,76,12,0,0
30306,604.5826,0.0,0.0,0.0409,2.46,2.46,2,General,0,1,2,76,12,0,0
30307,604.5915,0.0072,0.43,0.0,0.0,0.43,0,Billing,1,0,2,76,12,0,0
30308,604.7263,0.0,0.0,0.0233,1.4,1.4,1,General,0,1,0,76,12,0,0
30309,604.736,0.0,0.0,0.0588,3.53,3.53,2,Billing,0,1,1,76,12,0,0
30310,604.7417,0.0,0.0,0.014,0.84,0.84,3,General,0,1,2,76,12,0,0
30311,604.7612,0.0,0.0,0.1281,7.69,7.69,1,Technical,0,1,1,76,12,0,0
30312,604.7936,0.0,0.0,0.033,1.98,1.98,3,Account,0,1,2,76,12,0,0
30313,604.795,0.0,0.0,0.0419,2.51,2.51,2,Account,0,1,2,76,12,0,0
30314,604.8143,0.0123,0.74,0.0604,3.62,4.36,3,Technical,0,1,2,76,12,0,0
30315,604.815,0.0219,1.31,0.084,5.04,6.35,2,Billing,0,1,2,76,12,0,0
30316,604.83,0.057,3.42,0.0,0.0,3.42,0,General,1,0,2,76,12,0,1
30317,604.8359,0.0511,3.06,0.0,0.0,3.06,0,General,1,0,2,76,12,0,1
30318,604.8432,0.0437,2.62,0.0,0.0,2.62,0,General,1,0,2,76,12,0,1
30319,604.8558,0.0312,1.87,0.0,0.0,1.87,0,Complaint,1,0,2,76,12,0,0
30320,604.9082,0.0,0.0,0.0449,2.69,2.69,3,Account,0,1,1,76,12,0,0
